Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01010968,Loanhead,Midlothian,743,432,3903,56,12,6,3,3937,3264,3896,2713,6585,2094,5055,8%,59,8%,36,85,90,45,77,21%,8%,68,75%,5.53,87,1%,3%,24,317,45,3,6%,0%,3.195702797,1.169178322,1.883597902,1.762007299,1.977611888,7.593539823,4.580993007,5.634496503,6.308496503,0%
S01010969,Loanhead,Midlothian,628,341,2807,41,9,5,3,2954.5,1811,2084,3725,5555,5162,4291,12%,74,13%,45,105,225,96,148,28%,0%,96,78%,6.00,86,1%,7%,6,98,46,0,9%,0%,3.591472995,1.621918985,2.473477905,1.60196,2.41643617,6.916518987,6.076923077,6.214689034,7.246121113,0%
S01010970,Loanhead,Midlothian,1054,659,3502,51,11,6,3,3116,3566,3219,2508,4747,3931.5,3372,11%,118,7%,49,100,50,58,104,19%,6%,97,75%,5.59,104,4%,5%,17,165,100,5,10%,1%,4.001636126,2.749620419,1.434685864,3.139273859,1.777848168,7.22683432,9.598942408,4.226528796,4.863513089,5%
S01010971,Bonnyrigg South,Midlothian,1045,648,4492,65,13,7,4,4900.5,4988,4521,3627,920,5158,4657,5%,55,4%,28,70,66,47,81,15%,0%,80,81%,5.67,72,4%,8%,10,98,73,8,7%,1%,7.365026042,5.172315341,5.339597538,2.902031802,5.106934186,3.975,13.97302083,22.5645928,11.7694839,3%
S01010972,Bonnyrigg South,Midlothian,840,543,1557,23,5,3,2,1888,1799,2081,1267,732,2827,3616.5,17%,143,13%,72,145,97,160,95,24%,0%,92,75%,5.39,163,10%,3%,20,244,87,0,10%,0%,8.295236407,5.895851064,6.748720449,3.541221591,5.957981678,4.746016484,15.03547281,25.90916076,12.80797281,0%
S01010973,Bonnyrigg South,Midlothian,490,284,3845,56,12,6,3,4065,3690.5,3985,3978,1253,4647,4192,8%,37,7%,20,100,35,0,60,18%,7%,85,78%,5.93,84,1%,11%,6,125,40,3,8%,1%,7.127352041,4.731443878,5.733137755,2.300638298,4.791367347,3.625365854,12.92218367,22.55032653,10.69336735,0%
S01010974,Bonnyrigg South,Midlothian,640,391,1969,29,6,3,2,2159,1925,2495,1299,2033,4011,2173,15%,99,13%,50,130,54,210,73,21%,0%,108,79%,5.05,185,1%,3%,10,160,98,6,14%,1%,6.32123204,3.887065374,6.019493534,1.84797619,3.846436782,3.063541667,11.85801724,21.12758261,9.641609195,0%
S01010975,Bonnyrigg South,Midlothian,490,323,1689,25,5,3,2,2571,2223,1204,689,2524,2313,764,13%,66,12%,38,155,89,62,165,24%,4%,147,63%,5.32,173,0%,1%,14,293,106,9,22%,2%,5.750438776,3.88977551,6.483846939,2.040555556,3.497760204,3.2916875,9.093204082,18.26765306,7.104673469,0%
S01010976,Bonnyrigg South,Midlothian,550,297,3107,45,9,5,3,3570,3845,2236,2425,1421,5253,2557,9%,51,7%,20,105,108,93,211,29%,0%,85,75%,5.50,109,2%,5%,5,93,65,3,13%,1%,6.268376799,4.686079137,7.24567446,2.358125,4.128313849,4.458272727,10.82035072,20.16201439,8.592095324,0%
S01010977,Bonnyrigg South,Midlothian,699,464,3264,47,10,5,3,3365,3615,2768,2691,2166,4243,2780,10%,71,7%,33,105,128,99,83,21%,0%,106,80%,5.78,118,5%,5%,10,147,88,5,12%,1%,5.466054258,3.894179258,6.879673764,2.376344538,3.328780907,4.122467532,9.394677198,18.43285714,7.268365385,0%
S01010978,Bonnyrigg North,Midlothian,783,487,1879,27,6,3,2,1390,2382,2265,1723,4090,959,2188,20%,160,11%,54,135,133,41,109,19%,13%,109,67%,5.69,147,5%,7%,40,510,108,2,15%,0%,4.559340325,2.889306495,5.982905954,1.693870968,2.366315968,3.918486239,7.845290934,16.45980041,5.876847091,0%
S01010979,Bonnyrigg North,Midlothian,865,558,2270,33,7,4,2,2439,2569,2233,1301,3082,3924,2396,14%,121,10%,58,130,97,87,120,20%,10%,111,70%,4.97,125,5%,4%,14,166,114,3,14%,0%,5.316257576,2.579621212,5.721272727,2.844414894,2.640048485,2.507334711,10.81007879,18.80612727,9.233636364,0%
S01010980,Bonnyrigg North,Midlothian,735,447,1970,29,6,3,2,2094.5,1504,1898,3441,4840,367,4459.5,16%,116,15%,65,125,182,144,117,23%,0%,119,83%,5.36,103,0%,7%,59,808,55,4,8%,1%,3.706715956,2.500959422,5.210017194,2.295710526,1.739683631,4.750904762,6.898538514,14.49855571,4.517630674,0%
S01010981,Bonnyrigg North,Midlothian,695,388,2276,33,7,4,2,2448,2502,2139,1671,5726,747,2880,14%,97,11%,41,120,123,129,109,22%,6%,120,69%,5.46,134,5%,6%,40,575,92,1,12%,0%,4.354421516,1.657412043,5.048105548,2.338585859,1.781370095,3.358243902,5.83868065,13.95469553,4.427462788,0%
S01010982,Bonnyrigg North,Midlothian,1274,684,4453,64,13,7,4,4453,3750,3691,5855,2476,2853,5497,6%,82,7%,47,75,65,46,123,19%,0%,96,78%,6.29,60,0%,32%,31,241,60,0,6%,0%,4.799353377,2.715842257,3.933877677,3.896936508,3.184505766,4.535968992,8.103657331,11.68710461,7.533972405,11%
S01010983,Bonnyrigg North,Midlothian,728,457,3372,49,10,5,3,3132,2908.5,2908,3188,5380,3239,4417,11%,81,9%,43,100,76,70,97,23%,4%,99,84%,5.50,106,1%,5%,15,211,64,0,8%,0%,2.946685897,1.702237179,4.378282051,2.089444444,2.163442308,4.81683908,6.828865385,12.54801923,5.693737179,0%
S01010984,Bonnyrigg North,Midlothian,669,349,5013,72,15,8,4,5022,4353,5127,3425,3921,4403,4649,5%,33,6%,19,55,15,58,63,17%,25%,73,83%,5.67,96,6%,9%,9,138,45,6,7%,1%,2.927728293,2.527009731,4.098753743,1.961447368,2.815250749,5.648688525,9.04988024,12.95847305,7.728390719,0%
S01010985,Newbattle and Dalhousie,Midlothian,593,370,4062,59,12,6,3,3758,3762,3545,3160,4233,5384,3025,9%,51,7%,26,90,45,24,95,18%,0%,108,81%,5.62,105,3%,8%,5,86,75,2,12%,0%,2.805505486,2.755305643,4.310505486,2.10658046,2.31710815,5.401933333,8.630384013,12.74282132,6.47257837,0%
S01010986,Newbattle and Dalhousie,Midlothian,571,371,5935,86,18,9,5,5978,6369,6114,5418,1394,4640,5152,3%,17,2%,8,40,106,70,60,12%,4%,59,90%,5.68,41,1%,10%,7,126,28,7,5%,1%,4.333733706,4.150837989,5.659162011,2.890413043,3.328230912,6.870092593,12.08073557,20.95931099,9.725735568,0%
S01010987,Newbattle and Dalhousie,Midlothian,653,451,6438,93,19,10,5,6930,6524,6111,6274,1262,6227,6937,1%,5,2%,9,55,6,0,52,12%,0%,67,89%,6.21,39,0%,16%,3,47,5,0,1%,0%,4.336740122,4.481101824,5.66181231,2.691893491,3.657568389,6.72395122,11.88978723,18.7756459,9.483275076,0%
S01010988,Newbattle and Dalhousie,Midlothian,611,416,6713,97,20,10,5,6969,6855,6817,6405,1439,6763,6800,0%,0,1%,5,35,19,0,25,11%,6%,39,95%,6.39,61,0%,9%,*,*,11,0,2%,0%,3.452292663,4.539932217,4.777978469,2.723810811,3.716702552,6.801505102,13.42909888,17.13402711,10.30736842,0%
S01010989,Newbattle and Dalhousie,Midlothian,1234,866,6382,92,19,10,5,6783,6938,6795,5549,1413,3803,6105,1%,16,1%,7,25,26,0,73,11%,3%,53,86%,5.92,34,1%,9%,22,174,35,3,4%,0%,4.564026718,4.998743184,5.894111232,1.827683486,4.176153217,6.973363095,10.62235005,23.54299073,8.268135224,0%
S01010990,Newbattle and Dalhousie,Midlothian,798,481,3058,44,9,5,3,3416,3664,2910,2053,1967,2399,4346,10%,79,7%,34,105,68,242,93,18%,8%,103,73%,5.36,132,2%,6%,23,282,66,1,8%,0%,4.940112782,3.645137845,6.372546992,2.567839196,2.836312657,5.705125786,10.38852757,19.66593358,8.012036341,0%
S01010991,Newbattle and Dalhousie,Midlothian,2559,1598,4959,72,15,8,4,5103,5901,5376,3069,1480,3957,4736,5%,122,3%,46,55,56,13,69,15%,3%,68,78%,5.38,86,3%,9%,42,164,33,6,6%,1%,4.392844168,4.193374761,5.722203633,2.323950276,3.369015296,6.845314342,10.22660612,19.88515296,7.872992352,7%
S01010992,Newbattle and Dalhousie,Midlothian,611,415,5608,81,17,9,5,6415,5851,6288,5992,525,5808,6485,2%,13,3%,12,40,26,81,34,10%,11%,72,89%,5.84,38,0%,16%,4,67,18,0,3%,0%,3.385120069,5.482058319,5.130120069,3.835863874,6.855120069,7.854456522,24.18433105,23.41277015,23.59808748,7%
S01010993,Newbattle and Dalhousie,Midlothian,589,395,4189,61,13,7,4,4763,5259,4452,3192,841,2438,5880,6%,33,4%,15,80,69,26,65,16%,0%,72,78%,5.52,78,2%,6%,16,278,30,0,5%,0%,2.984798259,4.495118671,4.681230222,3.101835443,6.314521361,6.856236559,16.50424842,16.33268592,17.15887658,4%
S01010994,Eskbank,Midlothian,1556,951,5532,80,16,8,4,5488,6322.5,5226,6290,960,3846,6032,4%,61,2%,21,60,19,20,143,16%,1%,60,92%,6.03,39,1%,18%,27,171,37,6,4%,1%,3.932642922,3.769872958,3.523913339,4.184573991,4.469922868,7.223049451,18.35306261,10.93147913,18.11570327,7%
S01010995,Eskbank,Midlothian,648,389,6737,97,20,10,5,6606,6518,6512,5179,3919,4624,6759,2%,11,2%,8,30,15,28,79,14%,6%,60,88%,6.00,50,3%,8%,8,126,14,0,2%,0%,2.171067455,3.29277121,3.672823366,1.898404255,2.97777121,6.109354839,9.402573018,10.93724618,7.287447844,0%
S01010996,Eskbank,Midlothian,503,313,5857,84,17,9,5,5460,5917,4913,6705,3870,1338,6968,4%,20,3%,9,55,13,29,276,16%,0%,73,91%,6.83,49,0%,20%,22,428,1,0,0%,0%,0.856826446,4.655971074,2.400363636,3.347368421,4.311239669,7.590327869,8.714123967,6.663028926,7.963553719,0%
S01010997,Eskbank,Midlothian,637,326,6723,97,20,10,5,6891,6366,6430,6317,2448,5526,6677,1%,6,2%,7,35,16,0,84,14%,7%,61,89%,6.18,44,0%,22%,5,80,14,1,2%,0%,2.156546311,4.539387755,1.811993721,3.930989011,4.17272763,7.343833333,12.15986656,7.21166405,11.58133438,0%
S01010998,Eskbank,Midlothian,691,421,6186,89,18,9,5,6311,5652,5259,6805,2995,2727,6739,2%,16,3%,13,55,56,27,61,16%,6%,69,91%,6.42,18,2%,32%,17,252,11,1,2%,0%,1.678386179,3.949463415,1.618906504,4.207318841,3.783036585,8.113804348,8.511154472,5.207560976,8.024609756,25%
S01010999,Eskbank,Midlothian,903,474,4984,72,15,8,4,4226,4674.5,4040,6265,3544,2894,5295,7%,64,5%,23,65,113,193,73,16%,7%,92,93%,6.32,58,5%,27%,22,238,53,2,6%,0%,3.153341639,3.557693798,1.750141196,3.45233871,3.136874308,7.386435407,8.118347176,5.199258029,7.341904762,1%
S01011000,Shawfair,Midlothian,1149,759,3900,56,12,6,3,4426,4439,4110,4582,1115,1005,3512,7%,75,5%,41,80,51,28,113,17%,4%,77,85%,5.91,87,1%,12%,57,499,68,21,8%,2%,4.717900831,2.852808789,2.964519002,4.410413043,4.62317399,6.527668712,11.99840261,13.23727435,15.96345309,41%
S01011001,Shawfair,Midlothian,655,368,2721,40,8,4,2,3227,3082,2498,1409,4042,2260,2179.5,11%,70,9%,32,125,28,26,95,22%,6%,128,70%,4.95,143,4%,7%,19,297,95,1,15%,0%,6.724873466,1.410935583,1.336165644,3.055423729,5.864256135,7.756192308,5.317361963,4.93898773,17.2176227,0%
S01011002,Shawfair,Midlothian,718,443,2386,35,7,4,2,2875,2324,2314,1405,6023,1509,2405,12%,87,11%,49,130,121,24,123,20%,13%,108,74%,5.00,129,8%,5%,29,400,95,5,13%,1%,6.094596888,0.775880481,0.768730552,2.049517045,5.661803395,7.11766055,3.491343706,3.336364922,18.15901697,1%
S01011003,Shawfair,Midlothian,705,444,2930,43,9,5,3,2635,3381,3378,2379,3453,1631,2414,13%,93,8%,35,110,56,43,77,19%,0%,87,81%,5.15,112,4%,6%,27,378,95,2,14%,0%,6.972234738,1.656566134,1.44912064,2.617056075,5.960301599,7.721006711,7.369069767,5.969069767,17.84862645,0%
S01011004,Shawfair,Midlothian,632,419,4898,71,15,8,4,4849,4664.5,4467,4795,2239,3246,6218.5,5%,34,5%,20,75,23,46,85,15%,0%,85,86%,5.87,70,0%,7%,13,211,24,0,4%,0%,6.396310096,2.179819712,2.125188301,2.61974026,5.045572917,6.270474138,11.18966346,10.41607372,18.53108974,0%
S01011005,Thornybank,Midlothian,664,421,1554,23,5,3,2,1379,1778,2056,1256,5524,453,3166,20%,136,13%,56,130,181,159,106,22%,8%,102,69%,5.26,140,7%,4%,49,741,74,3,11%,0%,5.426810606,1.416871212,1.862856061,3.1975,2.660409091,5.619489796,5.164765152,6.217242424,7.185681818,0%
S01011006,Thornybank,Midlothian,1603,1057,2588,38,8,4,2,2767,3513,3637,1932,1436,988,2554,13%,202,8%,80,90,95,67,70,19%,5%,83,72%,5.24,104,5%,5%,81,505,128,9,13%,1%,5.750414172,3.818385729,2.98627994,3.413934263,4.829408683,4.413983871,12.42833333,9.522774451,11.64705589,18%
S01011007,Thornybank,Midlothian,671,429,2217,32,7,4,2,2961,2541,2075,954,3267,2620,1625,12%,79,11%,45,130,70,49,150,20%,6%,128,68%,5.19,163,3%,3%,17,260,118,0,17%,0%,5.585394737,3.642317251,1.237836257,3.099362416,4.360365497,5.27710084,11.24111111,3.282134503,10.08287281,0%
S01011008,Thornybank,Midlothian,744,437,1539,23,5,3,2,1598,1823,1663,999,1943,3931.5,2779,19%,140,13%,58,150,103,120,126,22%,2%,124,74%,4.58,138,6%,4%,12,165,99,2,13%,0%,5.236925287,3.867302043,1.675683269,2.687715736,4.560846105,5.147302158,12.90090038,6.386213282,11.86712005,42%
S01011009,Thornybank,Midlothian,488,334,1402,21,5,3,2,1589,1310,1367,2171,1121,3260,1613,19%,92,16%,52,160,203,306,143,24%,0%,97,77%,5.53,145,2%,4%,10,210,88,0,17%,0%,6.148154528,4.780871063,2.650059055,3.355206612,5.470871063,5.992747748,14.62538386,8.19753937,13.57250984,8%
S01011010,Dalkeith,Midlothian,578,378,404,6,2,1,1,725,157,838,733,5844,47,2991,26%,152,27%,103,175,410,434,77,23%,10%,131,77%,4.67,153,17%,3%,107,1843,63,5,11%,1%,3.841783831,1.678264499,1.561313708,2.174146341,1.661217047,6.778402778,4.382530756,3.636300527,3.912601054,7%
S01011011,Dalkeith,Midlothian,802,518,336,5,1,1,1,561,259,734,82,6157,452,2671,28%,225,25%,130,195,144,227,110,26%,5%,128,59%,4.92,175,16%,1%,59,741,90,10,12%,1%,4.869514974,1.239309896,1.721523438,2.743274648,2.392392578,6.083976378,4.434466146,5.483190104,6.389264323,0%
S01011012,Dalkeith,Midlothian,688,439,207,3,1,1,1,283,224,396,165,3316,307,987,32%,223,26%,112,220,250,539,116,25%,12%,133,53%,4.88,180,2%,2%,58,849,153,2,21%,0%,5.815540166,3.148732687,2.012292244,3.184620536,3.840900277,5.787746479,9.201481994,4.033282548,7.699916898,0%
S01011013,Dalkeith,Midlothian,811,461,2349,34,7,4,2,2849,2486,2551,1897,3926,543,3014,12%,99,11%,49,120,57,126,114,21%,3%,104,74%,5.03,115,5%,6%,55,682,93,4,12%,0%,4.863291771,3.269208229,1.398519327,2.462013889,3.960928928,5.47806962,10.30982544,4.875174564,9.19313591,0%
S01011014,Pathhead and Rural East Midlothian,Midlothian,825,548,3250,47,10,5,3,3407,3187,3673,2952,1925,3237,2930,10%,82,9%,47,95,102,171,46,20%,8%,71,81%,5.64,107,5%,7%,17,211,100,1,12%,0%,4.238702219,3.621575216,2.680903206,2.961280488,4.535123305,5.279734043,11.8504254,8.945394575,10.97286683,3%
S01011015,Pathhead and Rural East Midlothian,Midlothian,407,241,2468,36,8,4,2,2783,2950.5,2336,1916,1636,3381,3065,13%,51,9%,22,115,93,139,131,22%,18%,102,77%,5.09,100,6%,3%,8,201,53,0,12%,0%,4.830823928,4.181467269,2.537121896,3.084698795,5.015496614,5.461351351,14.04047404,8.316580135,13.1180474,0%
S01011016,Pathhead and Rural East Midlothian,Midlothian,1624,1127,4989,72,15,8,4,4887,5313,5925,4603,945,4879,6149,5%,86,4%,42,50,30,40,44,13%,2%,65,86%,5.85,63,3%,9%,18,114,32,2,4%,0%,4.705989953,4.681241135,3.710913121,3.968090737,5.52358156,4.6588125,16.17742908,14.66914894,14.61855792,2%
S01011017,Pathhead and Rural East Midlothian,Midlothian,1413,894,2943,43,9,5,3,2842,3501,3645,4320,557,2397,5450,12%,173,8%,68,90,52,136,74,17%,9%,87,83%,5.70,45,4%,7%,40,283,35,13,4%,2%,5.71190534,5.483270631,3.161820388,5.758489209,8.029560073,7.349773756,17.04026396,12.17599515,21.9689017,43%
S01011018,Pathhead and Rural East Midlothian,Midlothian,832,507,3424,50,10,5,3,3173.5,3711,4015,2992,1941,3447,2986.5,11%,91,7%,35,80,89,121,77,19%,4%,69,87%,5.29,104,6%,6%,16,197,86,19,10%,2%,7.575340116,2.263709302,1.754383721,2.591673729,10.46965698,7.997038462,6.84922093,4.875494186,17.96046512,2%
S01011019,Pathhead and Rural East Midlothian,Midlothian,1463,957,4076,59,12,6,3,4050,4666,5251,4472,583,3566,4855,8%,111,5%,47,55,36,79,63,15%,4%,69,86%,5.69,78,2%,13%,28,189,61,13,6%,1%,7.296263337,3.620041222,3.428256547,5.572997481,7.934185257,9.467375,15.55717265,14.04507032,21.8128225,36%
S01011020,Pathhead and Rural East Midlothian,Midlothian,718,469,6049,87,18,9,5,6624,6694,6540,5911,897,4862,2963,2%,12,2%,8,30,40,21,62,11%,3%,69,*,5.75,56,0%,10%,8,114,44,14,9%,3%,5.317319915,5.759496822,1.406731992,2.597980769,4.876652542,10.73210526,20.22033898,7.161567797,19.96744703,71%
S01011021,Easthouses,Midlothian,848,510,2039,30,6,3,2,2578,2996,2651,576,2089,1645,1839,13%,114,9%,46,130,77,75,113,21%,0%,88,62%,4.82,148,5%,4%,32,375,142,1,16%,0%,2.714155329,3.221768707,2.5969161,3.27,5.978633787,4.089761905,14.80414966,9.886111111,15.02049887,0%
S01011022,Easthouses,Midlothian,593,364,1034,15,3,2,1,1034,1356,2692,171,3576,1617,2309,23%,138,15%,55,150,65,52,56,22%,2%,81,63%,4.64,197,9%,3%,23,380,83,1,14%,0%,2.297728055,2.944629948,1.923012048,2.06510101,6.656863167,3.511008403,12.53622203,6.467581756,14.41674699,0%
S01011023,Easthouses,Midlothian,770,487,2160,31,7,4,2,2460,1969,2712,1421,3688,1514,3789,14%,107,13%,61,125,44,104,90,20%,7%,100,80%,5.25,144,8%,2%,31,399,77,2,9%,0%,2.275538793,2.826893473,1.884658251,2.137115385,6.5240117,3.684064516,11.79538177,6.7116133,13.73502463,0%
S01011024,Easthouses,Midlothian,793,479,1302,19,4,2,1,1391,1815,2350,217,3796,2637,1065,20%,162,13%,64,140,120,101,101,17%,11%,102,61%,4.56,155,8%,2%,20,258,152,11,19%,1%,2.070108696,2.713574169,1.512046036,2.447206478,7.466007033,3.608184524,10.03390665,5.710863171,14.54420077,0%
S01011025,Mayfield,Midlothian,636,426,1418,21,5,3,2,1669,1404,1448,1208,2439,2843,831,18%,117,15%,65,160,123,198,124,20%,14%,119,70%,5.17,176,2%,5%,15,242,152,3,22%,0%,2.441389706,3.088533088,2.230209559,3.169806763,8.239819853,4.130923913,11.27895588,7.329566176,16.08256618,0%
S01011026,Mayfield,Midlothian,527,322,1200,18,4,2,1,1633,1739.5,1155,348,1804,2486,2058,19%,98,14%,44,170,89,351,127,21%,13%,128,63%,4.78,185,2%,2%,14,272,83,0,15%,0%,2.756833333,3.402300926,2.556171296,3.410053191,8.567958333,4.199736842,10.11085185,8.85399537,17.85086111,0%
S01011027,Mayfield,Midlothian,946,555,775,12,3,2,1,778,1040,1292,390,5042,153,2680,26%,244,17%,95,155,194,112,103,23%,7%,139,64%,5.03,186,6%,2%,106,1115,118,5,13%,1%,1.709213362,2.320344828,1.400554957,2.190734072,7.481435884,3.241544503,8.465420259,5.132877155,14.32477371,0%
S01011028,Mayfield,Midlothian,975,603,1606,24,5,3,2,1640,1561,2253,782,4430,2842,2587,19%,181,14%,87,135,151,344,84,19%,9%,92,68%,4.95,173,6%,5%,24,242,134,0,14%,0%,1.421613475,1.46264691,2.383847518,2.876490964,7.926664134,3.250238095,6.021631206,9.223670213,19.25912361,0%
S01011029,Mayfield,Midlothian,625,386,1635,24,5,3,2,1408,1275,2153,2904,2590,2137,2658,20%,127,16%,61,165,44,76,61,23%,3%,93,81%,5.45,136,0%,6%,19,311,73,9,12%,1%,1.981888084,2.302677134,2.266598229,2.662857143,8.13636876,3.753785047,9.529621578,9.740426731,18.8602818,15%
S01011030,Mayfield,Midlothian,890,595,3955,57,12,6,3,3922,4296,4350,3176,1445,4845,3359,8%,71,6%,33,70,40,49,96,17%,3%,81,82%,5.63,107,2%,6%,10,115,103,4,11%,0%,2.839174407,3.483604231,2.714344685,3.35,8.601388029,4.469392857,13.04021672,11.52361713,20.87283024,0%
S01011031,Newtongrange,Midlothian,891,552,2067,30,6,3,2,2520,2711,2392,771,3587,817,2943,14%,122,10%,55,120,162,113,102,19%,6%,110,71%,4.72,149,6%,3%,49,552,91,0,12%,0%,2.063889646,1.712997275,3.541886921,2.950759494,6.807135559,3.994814815,5.393555858,10.30272139,17.52458447,0%
S01011032,Newtongrange,Midlothian,792,521,2227,32,7,4,2,2760,2346,2170,1217,2768,3302,2569,13%,100,11%,58,115,263,113,110,22%,4%,107,72%,5.27,154,3%,2%,16,207,102,4,13%,1%,2.671611253,2.321464194,4.149367008,2.64629902,6.169367008,4.618292683,7.126528133,11.66244246,16.96504156,0%
S01011033,Newtongrange,Midlothian,643,421,3731,54,11,6,3,4255,3592,3568,3603,1851,2210,4810,7%,45,7%,31,90,55,162,86,19%,10%,80,87%,5.60,100,0%,3%,19,303,46,0,7%,0%,3.005951817,3.069482622,4.632879147,1.64472973,7.39971564,5.402459677,10.39156398,12.91478278,17.32663507,0%
S01011034,Newtongrange,Midlothian,615,385,2057,30,6,3,2,1940,2099,1718,3419,2775,730,4654,17%,103,12%,47,145,104,51,115,24%,5%,121,87%,5.50,131,0%,5%,36,583,51,0,8%,0%,2.433953662,3.519581465,4.138729447,1.336855204,6.808206278,5.8296,8.566748879,8.816913303,12.62818759,0%
S01011035,Newtongrange,Midlothian,621,421,2011,29,6,3,2,2001,2538,2410,1756,1619,1622,1572,16%,102,11%,44,140,120,26,88,20%,12%,98,72%,5.39,134,5%,5%,24,379,116,0,18%,0%,2.438444109,3.755558912,4.110373867,2.092318436,7.150626888,6.024856115,11.94782477,11.30072508,15.19202417,0%
S01011036,Newtongrange,Midlothian,605,418,2644,38,8,4,2,3178,2496,2227,2572,2653,2189,3851,11%,66,11%,44,110,111,294,124,22%,3%,111,83%,5.00,109,4%,7%,18,305,59,3,9%,0%,1.534411765,3.688653251,3.276346749,2.322833333,6.320719814,6.091265823,10.38571207,7.964883901,12.15790635,0%
S01011037,North Gorebridge,Midlothian,983,620,1737,25,5,3,2,1693,1912,1794,1384,3829,1192,2851,18%,179,13%,80,145,163,73,122,20%,4%,123,70%,5.05,137,5%,6%,45,459,117,5,12%,1%,1.680430945,3.191588785,1.937920561,2.313867596,4.97905244,6.356659483,8.981295431,5.184470405,9.442725857,2%
S01011038,North Gorebridge,Midlothian,1005,600,1178,17,4,2,1,1179,1091,1340,667,4911,3658,1504,22%,221,17%,100,170,114,110,96,22%,7%,126,72%,5.02,181,5%,2%,18,183,157,2,18%,0%,2.632152542,2.703963277,1.234884181,1.942591687,4.012805085,7.2416,8.676333333,4.860757062,9.519180791,0%
S01011039,North Gorebridge,Midlothian,939,597,2881,42,9,5,3,2793,2627,2309,3058,4352,2868,3966,12%,117,10%,61,110,222,48,102,21%,3%,125,87%,5.74,118,5%,3%,23,240,68,5,9%,1%,2.30584399,2.853868286,1.123276854,2.005460526,4.166262788,7.721984127,8.173929028,4.409258312,8.947109974,11%
S01011040,Gorebridge and Middleton,Midlothian,721,462,1487,22,5,3,2,1136.5,1891,1839,1024,4684,2250,1392,22%,161,13%,60,145,50,143,133,21%,13%,122,69%,4.97,159,2%,4%,22,298,136,5,18%,1%,3.461758644,2.336107048,1.822533245,1.832043651,3.336386303,7.709235669,6.310345745,6.338889628,7.294714096,0%
S01011041,Gorebridge and Middleton,Midlothian,749,421,1834,27,6,3,2,1750,1877,1136,1876,6221,1596,2547,18%,134,13%,54,145,89,197,203,28%,5%,129,78%,5.54,153,8%,5%,29,383,106,2,13%,0%,3.40936839,1.528143361,1.678228555,2.112979592,2.498090482,8.392013889,3.719236193,3.745922444,4.760581669,0%
S01011042,Gorebridge and Middleton,Midlothian,745,523,3666,53,11,6,3,3688,3781.5,3372,3040,4927,830,5475,9%,66,7%,36,70,95,365,103,17%,8%,109,80%,5.46,95,4%,8%,41,550,46,1,6%,0%,4.008105134,1.645635697,1.732967604,3.108896104,2.51573044,9.067795699,5.937334963,5.172707824,6.424987775,1%
S01011043,Gorebridge and Middleton,Midlothian,717,435,1886,28,6,3,2,1611.5,1647,2162,2218,5373,1426,1719,19%,134,14%,61,130,94,72,72,23%,17%,117,81%,5.10,147,6%,11%,30,414,115,4,16%,1%,4.552288434,1.629657969,2.119428773,2.303432836,2.188942172,9.100520833,6.481897038,6.574055007,6.808921016,0%
S01011044,Gorebridge and Middleton,Midlothian,658,433,1198,18,4,2,1,769,1385,1799,1041,4389,1768,2207,26%,170,15%,66,145,104,200,77,23%,0%,124,64%,5.00,118,3%,3%,24,358,98,5,14%,1%,3.557071326,3.203130403,2.494690202,2.819242424,2.317582853,9.4575,4.838458213,4.964726225,5.323321326,0%
S01011045,South Speyside and the Cabrach,Moray,781,450,3960,57,12,6,3,4344,4950,6155,3219,269,5562,5038,7%,53,4%,19,40,46,0,74,15%,0%,64,73%,5.35,69,0%,7%,6,79,28,27,3%,3%,20.21194139,4.877799145,3.869774115,4.387782609,26.04601343,28.07045045,12.72413004,11.43655678,65.11503358,28%
S01011046,South Speyside and the Cabrach,Moray,871,542,3696,53,11,6,3,4665,4660.5,6432,3140,88,6459,3849,6%,51,5%,26,40,37,58,75,14%,7%,42,77%,5.17,96,0%,10%,3,35,45,37,5%,4%,7.606932084,7.236118267,4.361671546,7.698333333,25.98157201,15.25289916,29.37938329,21.23440867,64.95393004,73%
S01011047,South Speyside and the Cabrach,Moray,973,595,4800,69,14,7,4,5413,5484,6149,4115,399,5433,5997,4%,40,3%,20,40,21,17,57,15%,11%,63,88%,5.41,81,1%,9%,8,84,29,15,3%,2%,3.731277834,3.884633097,4.167325405,4.564485294,22.28918016,7.091095506,16.85036269,17.38782431,56.36794155,67%
