Quarter Ending,HSC Trust,Specialty,Programme Of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting
30-Sep-2011,Northern,General Medicine,Acute Services,243,99,,56,66,29,,,,,,,,,8,,,,,501
30-Sep-2011,Northern,Gastroenterology,Acute Services,592,216,,163,139,25,,,,,,,,,0,,,,,"1,135"
30-Sep-2011,Northern,Haematology (Clinical),Acute Services,36,0,,0,0,0,,,,,,,,,0,,,,,36
30-Sep-2011,Northern,Cardiology,Acute Services,414,162,,105,105,111,,,,,,,,,393,,,,,"1,290"
30-Sep-2011,Northern,Dermatology,Acute Services,634,209,,220,217,189,,,,,,,,,"2,560",,,,,"4,029"
30-Sep-2011,Northern,Thoracic Medicine,Acute Services,206,65,,54,36,49,,,,,,,,,33,,,,,443
30-Sep-2011,Northern,Nephrology,Acute Services,19,2,,0,0,0,,,,,,,,,0,,,,,21
30-Sep-2011,Northern,Neurology,Acute Services,194,94,,74,100,81,,,,,,,,,504,,,,,"1,047"
30-Sep-2011,Northern,Rheumatology,Acute Services,320,136,,112,129,105,,,,,,,,,389,,,,,"1,191"
30-Sep-2011,Northern,Paediatrics,Acute Services,426,130,,37,41,31,,,,,,,,,23,,,,,688
30-Sep-2011,Northern,Geriatric Medicine,Elderly Care,77,24,,12,15,4,,,,,,,,,1,,,,,133
30-Sep-2011,Northern,Gynaecology,Acute Services,"1,176",451,,288,369,322,,,,,,,,,377,,,,,"2,983"
30-Sep-2011,Northern,Chemical Pathology,Acute Services,25,2,,0,0,0,,,,,,,,,0,,,,,27
30-Sep-2011,Northern,Joint Consultant Clinics,Acute Services,5,0,,0,0,0,,,,,,,,,0,,,,,5
30-Sep-2011,South Eastern,General Surgery,Acute Services,"1,151",313,,76,10,0,,,,,,,,,0,,,,,"1,550"
30-Sep-2011,South Eastern,Urology,Acute Services,309,78,,12,2,0,,,,,,,,,1,,,,,402
30-Sep-2011,South Eastern,T & O Surgery,Acute Services,195,5,,0,0,0,,,,,,,,,0,,,,,200
30-Sep-2011,South Eastern,ENT,Acute Services,"1,020",286,,96,48,15,,,,,,,,,7,,,,,"1,472"
30-Sep-2011,South Eastern,Ophthalmology,Acute Services,614,234,,138,150,95,,,,,,,,,13,,,,,"1,244"
30-Sep-2011,South Eastern,Oral Surgery,Acute Services,324,123,,105,121,132,,,,,,,,,354,,,,,"1,159"
30-Sep-2011,South Eastern,Plastic Surgery,Acute Services,563,230,,210,219,174,,,,,,,,,"2,283",,,,,"3,679"
30-Sep-2011,South Eastern,Paediatric Surgery,Acute Services,66,5,,1,2,1,,,,,,,,,0,,,,,75
30-Sep-2011,South Eastern,Pain Management,Acute Services,182,79,,59,70,33,,,,,,,,,22,,,,,445
30-Sep-2011,South Eastern,General Medicine,Acute Services,618,169,,123,135,127,,,,,,,,,619,,,,,"1,791"
30-Sep-2011,South Eastern,Gastroenterology,Acute Services,42,13,,21,22,4,,,,,,,,,5,,,,,107
30-Sep-2011,South Eastern,Endocrinology,Acute Services,24,9,,10,4,5,,,,,,,,,0,,,,,52
30-Sep-2011,South Eastern,Haematology (Clinical),Acute Services,61,6,,0,0,0,,,,,,,,,0,,,,,67
30-Sep-2011,South Eastern,Palliative Medicine,Acute Services,1,2,,0,0,0,,,,,,,,,0,,,,,3
30-Sep-2011,South Eastern,Cardiology,Acute Services,375,99,,10,16,12,,,,,,,,,0,,,,,512
30-Sep-2011,South Eastern,Dermatology,Acute Services,650,241,,206,343,141,,,,,,,,,145,,,,,"1,726"
30-Sep-2011,South Eastern,Thoracic Medicine,Acute Services,171,94,,63,64,60,,,,,,,,,252,,,,,704
30-Sep-2011,South Eastern,Nephrology,Acute Services,29,2,,6,0,0,,,,,,,,,0,,,,,37
30-Sep-2011,South Eastern,Neurology,Acute Services,183,86,,48,51,49,,,,,,,,,186,,,,,603
30-Sep-2011,South Eastern,Rheumatology,Acute Services,316,117,,74,110,89,,,,,,,,,444,,,,,"1,150"
30-Sep-2011,South Eastern,Paediatrics,Acute Services,309,111,,43,29,9,,,,,,,,,25,,,,,526
30-Sep-2011,South Eastern,Geriatric Medicine,Elderly Care,121,14,,2,0,0,,,,,,,,,0,,,,,137
30-Sep-2011,South Eastern,Gynaecology,Acute Services,956,310,,215,230,232,,,,,,,,,314,,,,,"2,257"
30-Sep-2011,South Eastern,Old Age Psychiatry,Elderly Care,129,45,,32,28,12,,,,,,,,,3,,,,,249
30-Sep-2011,Southern,General Surgery,Acute Services,"1,690",388,,2,0,0,,,,,,,,,0,,,,,"2,080"
30-Sep-2011,Southern,Urology,Acute Services,266,69,,2,0,1,,,,,,,,,7,,,,,345
30-Sep-2011,Southern,T & O Surgery,Acute Services,376,120,,96,117,105,,,,,,,,,118,,,,,932
30-Sep-2011,Southern,ENT,Acute Services,"1,233",433,,380,251,11,,,,,,,,,8,,,,,"2,316"
30-Sep-2011,Southern,Ophthalmology,Acute Services,692,316,,263,322,271,,,,,,,,,"1,776",,,,,"3,640"
30-Sep-2011,Southern,Oral Surgery,Acute Services,210,74,,49,88,80,,,,,,,,,711,,,,,"1,212"
30-Sep-2011,Southern,Orthodontics,Acute Services,43,3,,0,0,0,,,,,,,,,0,,,,,46
30-Sep-2011,Southern,Thoracic Surgery,Acute Services,3,2,,0,0,0,,,,,,,,,0,,,,,5
30-Sep-2011,Southern,Accident & Emergency,Acute Services,5,0,,0,0,0,,,,,,,,,0,,,,,5
30-Sep-2011,Southern,Anaesthetics,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
30-Sep-2011,Southern,Pain Management,Acute Services,171,60,,21,0,0,,,,,,,,,0,,,,,252
30-Sep-2011,Southern,General Medicine,Acute Services,247,63,,2,0,0,,,,,,,,,0,,,,,312
30-Sep-2011,Southern,Gastroenterology,Acute Services,116,15,,0,0,0,,,,,,,,,0,,,,,131
30-Sep-2011,Southern,Endocrinology,Acute Services,81,11,,1,0,0,,,,,,,,,0,,,,,93
30-Sep-2011,Southern,Haematology (Clinical),Acute Services,72,4,,0,0,0,,,,,,,,,0,,,,,76
30-Sep-2011,Southern,Palliative Medicine,Acute Services,6,1,,0,0,0,,,,,,,,,0,,,,,7
30-Sep-2011,Southern,Cardiology,Acute Services,449,131,,13,9,4,,,,,,,,,2,,,,,608
30-Sep-2011,Southern,Dermatology,Acute Services,"1,001",415,,319,399,409,,,,,,,,,621,,,,,"3,164"
30-Sep-2011,Southern,Thoracic Medicine,Acute Services,107,40,,0,0,0,,,,,,,,,0,,,,,147
30-Sep-2011,Southern,Genito-Urinary Medicine,Acute Services,49,2,,0,0,0,,,,,,,,,0,,,,,51
30-Sep-2011,Southern,Nephrology,Acute Services,12,1,,0,0,0,,,,,,,,,0,,,,,13
30-Sep-2011,Southern,Neurology,Acute Services,268,79,,0,1,0,,,,,,,,,0,,,,,348
30-Sep-2011,Southern,Rheumatology,Acute Services,235,86,,55,59,14,,,,,,,,,0,,,,,449
30-Sep-2011,Southern,Paediatrics,Acute Services,395,101,,29,24,12,,,,,,,,,26,,,,,587
30-Sep-2011,Southern,Geriatric Medicine,Elderly Care,77,3,,0,0,0,,,,,,,,,0,,,,,80
30-Sep-2011,Southern,Gynaecology,Acute Services,"1,153",390,,133,45,2,,,,,,,,,0,,,,,"1,723"
30-Sep-2011,Southern,Learning Disability,Learning Disability,14,5,,1,0,0,,,,,,,,,0,,,,,20
30-Sep-2011,Southern,Old Age Psychiatry,Elderly Care,89,14,,0,0,0,,,,,,,,,0,,,,,103
30-Sep-2011,Southern,Chemical Pathology,Acute Services,15,2,,0,0,0,,,,,,,,,0,,,,,17
30-Sep-2011,Western,General Surgery,Acute Services,"1,191",357,,326,315,166,,,,,,,,,212,,,,,"2,567"
30-Sep-2011,Western,Urology,Acute Services,233,87,,75,82,53,,,,,,,,,185,,,,,715
30-Sep-2011,Western,T & O Surgery,Acute Services,956,286,,208,189,127,,,,,,,,,242,,,,,"2,008"
30-Sep-2011,Western,ENT,Acute Services,"1,123",296,,146,31,3,,,,,,,,,185,,,,,"1,784"
30-Sep-2011,Western,Ophthalmology,Acute Services,908,300,,262,255,319,,,,,,,,,"1,588",,,,,"3,632"
30-Sep-2011,Western,Oral Surgery,Acute Services,517,240,,180,184,179,,,,,,,,,101,,,,,"1,401"
30-Sep-2011,Western,Orthodontics,Acute Services,45,15,,1,0,0,,,,,,,,,0,,,,,61
30-Sep-2011,Western,Thoracic Surgery,Acute Services,2,0,,0,0,0,,,,,,,,,0,,,,,2
30-Sep-2011,Western,Pain Management,Acute Services,134,52,,6,3,3,,,,,,,,,0,,,,,198
30-Sep-2011,Western,General Medicine,Acute Services,694,208,,144,158,108,,,,,,,,,324,,,,,"1,636"
30-Sep-2011,Western,Haematology (Clinical),Acute Services,23,3,,0,0,0,,,,,,,,,0,,,,,26
30-Sep-2011,Western,Palliative Medicine,Acute Services,16,0,,0,0,0,,,,,,,,,0,,,,,16
30-Sep-2011,Western,Cardiology,Acute Services,239,42,,1,0,0,,,,,,,,,0,,,,,282
30-Sep-2011,Western,Dermatology,Acute Services,657,74,,1,0,0,,,,,,,,,0,,,,,732
30-Sep-2011,Western,Genito-Urinary Medicine,Acute Services,59,0,,0,0,0,,,,,,,,,0,,,,,59
30-Sep-2011,Western,Nephrology,Acute Services,31,11,,3,0,0,,,,,,,,,0,,,,,45
30-Sep-2011,Western,Neurology,Acute Services,260,117,,87,87,79,,,,,,,,,966,,,,,"1,596"
30-Sep-2011,Western,Rheumatology,Acute Services,236,47,,38,31,21,,,,,,,,,0,,,,,373
30-Sep-2011,Western,Paediatrics,Acute Services,265,69,,59,33,36,,,,,,,,,24,,,,,486
30-Sep-2011,Western,Geriatric Medicine,Elderly Care,56,6,,3,0,0,,,,,,,,,0,,,,,65
30-Sep-2011,Western,Gynaecology,Acute Services,752,267,,203,227,154,,,,,,,,,185,,,,,"1,788"
30-Sep-2011,Western,Learning Disability,Learning Disability,8,0,,0,0,0,,,,,,,,,0,,,,,8
30-Sep-2011,Western,Chemical Pathology,Acute Services,29,4,,0,0,0,,,,,,,,,0,,,,,33
31-Dec-2011,Belfast,General Surgery,Acute Services,"1,721",580,,144,46,25,,,,,,,,,6,,,,,"2,522"
31-Dec-2011,Belfast,Urology,Acute Services,617,303,,273,224,182,,,,,,,,,432,,,,,"2,031"
31-Dec-2011,Belfast,T & O Surgery,Acute Services,"3,155","1,483",,"1,176",775,440,,,,,,,,,46,,,,,"7,075"
31-Dec-2011,Belfast,ENT,Acute Services,"1,217",506,,489,364,421,,,,,,,,,143,,,,,"3,140"
31-Dec-2011,Belfast,Ophthalmology,Acute Services,"1,901",700,,815,561,505,,,,,,,,,"1,386",,,,,"5,868"
31-Dec-2011,Belfast,Oral Surgery,Acute Services,188,90,,52,60,45,,,,,,,,,422,,,,,857
31-Dec-2011,Belfast,Restorative Dentistry,Acute Services,486,251,,213,217,191,,,,,,,,,311,,,,,"1,669"
31-Dec-2011,Belfast,Paediatric Dentistry,Acute Services,55,11,,17,22,17,,,,,,,,,303,,,,,425
31-Dec-2011,Belfast,Orthodontics,Acute Services,47,21,,6,1,0,,,,,,,,,0,,,,,75
31-Dec-2011,Belfast,Neurosurgery,Acute Services,161,94,,119,53,59,,,,,,,,,143,,,,,629
31-Dec-2011,Belfast,Plastic Surgery,Acute Services,63,34,,25,2,0,,,,,,,,,2,,,,,126
31-Dec-2011,Belfast,Cardiac Surgery,Acute Services,81,16,,1,0,0,,,,,,,,,0,,,,,98
31-Dec-2011,Belfast,Paediatric Surgery,Acute Services,194,39,,24,2,0,,,,,,,,,2,,,,,261
31-Dec-2011,Belfast,Thoracic Surgery,Acute Services,50,4,,1,3,0,,,,,,,,,0,,,,,58
31-Dec-2011,Belfast,Accident & Emergency,Acute Services,2,1,,0,0,0,,,,,,,,,2,,,,,5
31-Dec-2011,Belfast,Anaesthetics,Acute Services,4,0,,0,0,0,,,,,,,,,0,,,,,4
31-Dec-2011,Belfast,Pain Management,Acute Services,242,98,,57,6,7,,,,,,,,,1,,,,,411
31-Dec-2011,Belfast,General Medicine,Acute Services,591,271,,185,147,92,,,,,,,,,"1,052",,,,,"2,338"
31-Dec-2011,Belfast,Gastroenterology,Acute Services,513,216,,110,37,33,,,,,,,,,9,,,,,918
31-Dec-2011,Belfast,Endocrinology,Acute Services,256,90,,84,5,3,,,,,,,,,1,,,,,439
31-Dec-2011,Belfast,Haematology (Clinical),Acute Services,120,12,,0,0,1,,,,,,,,,1,,,,,134
31-Dec-2011,Belfast,Clinical Genetics,Acute Services,171,83,,30,34,16,,,,,,,,,3,,,,,337
31-Dec-2011,Belfast,Rehabilitation,Acute Services,9,1,,2,0,0,,,,,,,,,1,,,,,13
31-Dec-2011,Belfast,Palliative Medicine,Acute Services,3,0,,1,0,0,,,,,,,,,0,,,,,4
31-Dec-2011,Belfast,Cardiology,Acute Services,699,229,,101,56,72,,,,,,,,,84,,,,,"1,241"
31-Dec-2011,Belfast,Dermatology,Acute Services,813,279,,309,248,244,,,,,,,,,"2,097",,,,,"3,990"
31-Dec-2011,Belfast,Thoracic Medicine,Acute Services,282,100,,42,15,7,,,,,,,,,9,,,,,455
31-Dec-2011,Belfast,Nephrology,Acute Services,135,48,,15,2,3,,,,,,,,,0,,,,,203
31-Dec-2011,Belfast,Medical Oncology,Acute Services,46,0,,1,0,0,,,,,,,,,0,,,,,47
31-Dec-2011,Belfast,Neurology,Acute Services,633,266,,229,183,161,,,,,,,,,687,,,,,"2,159"
31-Dec-2011,Belfast,Rheumatology,Acute Services,382,158,,173,142,120,,,,,,,,,"1,335",,,,,"2,310"
31-Dec-2011,Belfast,Paediatrics,Acute Services,835,409,,200,129,126,,,,,,,,,228,,,,,"1,927"
31-Dec-2011,Belfast,Paediatric Neurology,Acute Services,46,21,,25,13,9,,,,,,,,,17,,,,,131
31-Dec-2011,Belfast,Geriatric Medicine,Elderly Care,209,56,,37,70,79,,,,,,,,,24,,,,,475
31-Dec-2011,Belfast,Dental Medicine Specialties,Acute Services,219,79,,90,87,98,,,,,,,,,552,,,,,"1,125"
31-Dec-2011,Belfast,Gynaecology,Acute Services,"1,077",402,,173,30,2,,,,,,,,,0,,,,,"1,684"
31-Dec-2011,Belfast,Learning Disability,Learning Disability,32,11,,0,0,0,,,,,,,,,0,,,,,43
31-Dec-2011,Belfast,Old Age Psychiatry,Elderly Care,163,63,,37,19,20,,,,,,,,,5,,,,,307
31-Dec-2011,Belfast,Clinical Oncology,Acute Services,168,2,,1,0,0,,,,,,,,,0,,,,,171
31-Dec-2011,Northern,General Surgery,Acute Services,"1,334",501,,426,352,251,,,,,,,,,680,,,,,"3,544"
31-Dec-2011,Northern,Urology,Acute Services,193,34,,19,11,6,,,,,,,,,18,,,,,281
31-Dec-2011,Northern,ENT,Acute Services,784,331,,371,292,251,,,,,,,,,"1,000",,,,,"3,029"
31-Dec-2011,Northern,Oral Surgery,Acute Services,126,74,,78,69,51,,,,,,,,,713,,,,,"1,111"
31-Dec-2011,Northern,Orthodontics,Acute Services,28,20,,3,0,0,,,,,,,,,0,,,,,51
31-Dec-2011,Northern,Pain Management,Acute Services,176,74,,77,87,80,,,,,,,,,327,,,,,821
31-Dec-2011,Northern,General Medicine,Acute Services,244,74,,64,65,36,,,,,,,,,40,,,,,523
31-Dec-2011,Northern,Gastroenterology,Acute Services,544,218,,215,163,100,,,,,,,,,74,,,,,"1,314"
31-Dec-2011,Northern,Haematology (Clinical),Acute Services,35,5,,0,0,0,,,,,,,,,0,,,,,40
31-Dec-2011,Northern,Cardiology,Acute Services,323,127,,103,114,101,,,,,,,,,361,,,,,"1,129"
31-Dec-2011,Northern,Dermatology,Acute Services,542,142,,119,138,144,,,,,,,,,"2,850",,,,,"3,935"
31-Dec-2011,Northern,Thoracic Medicine,Acute Services,201,69,,47,46,19,,,,,,,,,33,,,,,415
31-Dec-2011,Northern,Nephrology,Acute Services,42,1,,0,0,0,,,,,,,,,0,,,,,43
31-Dec-2011,Northern,Neurology,Acute Services,120,78,,91,86,76,,,,,,,,,605,,,,,"1,056"
31-Dec-2011,Northern,Rheumatology,Acute Services,256,128,,118,110,107,,,,,,,,,461,,,,,"1,180"
31-Dec-2011,Northern,Paediatrics,Acute Services,400,130,,33,27,18,,,,,,,,,35,,,,,643
31-Dec-2011,Northern,Geriatric Medicine,Elderly Care,74,17,,9,6,8,,,,,,,,,19,,,,,133
31-Dec-2011,Northern,Gynaecology,Acute Services,928,386,,340,343,272,,,,,,,,,459,,,,,"2,728"
31-Dec-2011,Northern,Chemical Pathology,Acute Services,24,2,,0,0,0,,,,,,,,,0,,,,,26
31-Dec-2011,Northern,Joint Consultant Clinics,Acute Services,8,0,,0,0,0,,,,,,,,,0,,,,,8
31-Dec-2011,South Eastern,General Surgery,Acute Services,973,321,,152,36,4,,,,,,,,,1,,,,,"1,487"
31-Dec-2011,South Eastern,Urology,Acute Services,332,75,,5,4,2,,,,,,,,,2,,,,,420
31-Dec-2011,South Eastern,T & O Surgery,Acute Services,197,23,,2,0,0,,,,,,,,,0,,,,,222
31-Dec-2011,South Eastern,ENT,Acute Services,874,346,,97,0,2,,,,,,,,,1,,,,,"1,320"
31-Dec-2011,South Eastern,Ophthalmology,Acute Services,533,234,,172,88,12,,,,,,,,,1,,,,,"1,040"
31-Dec-2011,South Eastern,Oral Surgery,Acute Services,290,137,,111,128,108,,,,,,,,,689,,,,,"1,463"
31-Dec-2011,South Eastern,Plastic Surgery,Acute Services,452,186,,221,174,152,,,,,,,,,"2,121",,,,,"3,306"
31-Dec-2011,South Eastern,Paediatric Surgery,Acute Services,88,27,,5,1,1,,,,,,,,,0,,,,,122
31-Dec-2011,South Eastern,Pain Management,Acute Services,188,62,,64,36,9,,,,,,,,,7,,,,,366
31-Dec-2011,South Eastern,General Medicine,Acute Services,666,217,,142,134,80,,,,,,,,,769,,,,,"2,008"
31-Dec-2011,South Eastern,Gastroenterology,Acute Services,49,12,,19,17,15,,,,,,,,,19,,,,,131
31-Dec-2011,South Eastern,Endocrinology,Acute Services,27,9,,2,0,0,,,,,,,,,1,,,,,39
31-Dec-2011,South Eastern,Haematology (Clinical),Acute Services,81,3,,0,0,0,,,,,,,,,0,,,,,84
31-Dec-2011,South Eastern,Palliative Medicine,Acute Services,2,0,,0,0,0,,,,,,,,,0,,,,,2
31-Dec-2011,South Eastern,Cardiology,Acute Services,327,119,,44,2,1,,,,,,,,,2,,,,,495
31-Dec-2011,South Eastern,Dermatology,Acute Services,551,214,,140,156,131,,,,,,,,,280,,,,,"1,472"
31-Dec-2011,South Eastern,Thoracic Medicine,Acute Services,194,67,,70,52,30,,,,,,,,,185,,,,,598
31-Dec-2011,South Eastern,Nephrology,Acute Services,32,1,,0,0,0,,,,,,,,,0,,,,,33
31-Dec-2011,South Eastern,Neurology,Acute Services,153,81,,94,57,50,,,,,,,,,288,,,,,723
31-Dec-2011,South Eastern,Rheumatology,Acute Services,302,119,,78,80,64,,,,,,,,,551,,,,,"1,194"
31-Dec-2011,South Eastern,Paediatrics,Acute Services,334,132,,49,10,5,,,,,,,,,10,,,,,540
31-Dec-2011,South Eastern,Geriatric Medicine,Elderly Care,171,24,,0,0,0,,,,,,,,,1,,,,,196
31-Dec-2011,South Eastern,Gynaecology,Acute Services,767,305,,286,209,184,,,,,,,,,312,,,,,"2,063"
31-Dec-2011,South Eastern,Old Age Psychiatry,Elderly Care,167,71,,15,27,17,,,,,,,,,12,,,,,309
31-Dec-2011,Southern,General Surgery,Acute Services,"1,516",336,,12,2,0,,,,,,,,,0,,,,,"1,866"
31-Dec-2011,Southern,Urology,Acute Services,243,52,,16,6,2,,,,,,,,,0,,,,,319
31-Dec-2011,Southern,T & O Surgery,Acute Services,314,113,,118,128,81,,,,,,,,,253,,,,,"1,007"
31-Dec-2011,Southern,ENT,Acute Services,"1,098",490,,392,178,32,,,,,,,,,5,,,,,"2,195"
31-Dec-2011,Southern,Ophthalmology,Acute Services,555,301,,293,241,250,,,,,,,,,"2,461",,,,,"4,101"
31-Dec-2011,Southern,Oral Surgery,Acute Services,195,89,,80,71,70,,,,,,,,,808,,,,,"1,313"
31-Dec-2011,Southern,Orthodontics,Acute Services,21,3,,0,0,0,,,,,,,,,0,,,,,24
31-Dec-2011,Southern,Thoracic Surgery,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
31-Dec-2011,Southern,Anaesthetics,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
31-Dec-2011,Southern,Pain Management,Acute Services,149,51,,0,0,0,,,,,,,,,0,,,,,200
31-Dec-2011,Southern,General Medicine,Acute Services,261,36,,23,6,0,,,,,,,,,1,,,,,327
31-Dec-2011,Southern,Gastroenterology,Acute Services,94,16,,0,0,0,,,,,,,,,0,,,,,110
31-Dec-2011,Southern,Endocrinology,Acute Services,77,20,,0,1,0,,,,,,,,,0,,,,,98
31-Dec-2011,Southern,Haematology (Clinical),Acute Services,82,16,,0,0,0,,,,,,,,,0,,,,,98
31-Dec-2011,Southern,Palliative Medicine,Acute Services,3,0,,0,0,0,,,,,,,,,0,,,,,3
31-Dec-2011,Southern,Cardiology,Acute Services,450,160,,17,7,3,,,,,,,,,0,,,,,637
31-Dec-2011,Southern,Dermatology,Acute Services,732,340,,324,255,255,,,,,,,,,811,,,,,"2,717"
31-Dec-2011,Southern,Thoracic Medicine,Acute Services,120,54,,47,9,0,,,,,,,,,1,,,,,231
31-Dec-2011,Southern,Genito-Urinary Medicine,Acute Services,27,0,,0,0,0,,,,,,,,,0,,,,,27
31-Dec-2011,Southern,Nephrology,Acute Services,21,10,,2,0,0,,,,,,,,,0,,,,,33
31-Dec-2011,Southern,Neurology,Acute Services,185,86,,20,0,0,,,,,,,,,0,,,,,291
31-Dec-2011,Southern,Rheumatology,Acute Services,228,68,,71,80,53,,,,,,,,,0,,,,,500
31-Dec-2011,Southern,Paediatrics,Acute Services,434,126,,39,22,10,,,,,,,,,10,,,,,641
31-Dec-2011,Southern,Geriatric Medicine,Elderly Care,55,1,,2,0,0,,,,,,,,,0,,,,,58
31-Dec-2011,Southern,Gynaecology,Acute Services,971,386,,291,229,106,,,,,,,,,11,,,,,"1,994"
31-Dec-2011,Southern,Learning Disability,Learning Disability,10,3,,0,0,0,,,,,,,,,0,,,,,13
31-Dec-2011,Southern,Old Age Psychiatry,Elderly Care,74,31,,12,0,0,,,,,,,,,0,,,,,117
31-Dec-2011,Southern,Chemical Pathology,Acute Services,17,6,,0,0,0,,,,,,,,,0,,,,,23
31-Dec-2011,Western,General Surgery,Acute Services,"1,096",342,,286,163,56,,,,,,,,,36,,,,,"1,979"
31-Dec-2011,Western,Urology,Acute Services,242,95,,87,54,34,,,,,,,,,64,,,,,576
31-Dec-2011,Western,T & O Surgery,Acute Services,908,313,,202,122,120,,,,,,,,,190,,,,,"1,855"
31-Dec-2011,Western,ENT,Acute Services,953,279,,178,115,8,,,,,,,,,208,,,,,"1,741"
31-Dec-2011,Western,Ophthalmology,Acute Services,752,355,,315,268,210,,,,,,,,,"1,348",,,,,"3,248"
31-Dec-2011,Western,Oral Surgery,Acute Services,441,212,,180,185,135,,,,,,,,,201,,,,,"1,354"
31-Dec-2011,Western,Orthodontics,Acute Services,40,4,,1,0,0,,,,,,,,,0,,,,,45
31-Dec-2011,Western,Thoracic Surgery,Acute Services,3,1,,0,0,0,,,,,,,,,0,,,,,4
31-Dec-2011,Western,Pain Management,Acute Services,102,53,,11,4,0,,,,,,,,,0,,,,,170
31-Dec-2011,Western,General Medicine,Acute Services,646,200,,130,116,73,,,,,,,,,270,,,,,"1,435"
31-Dec-2011,Western,Haematology (Clinical),Acute Services,34,5,,2,0,0,,,,,,,,,0,,,,,41
31-Dec-2011,Western,Palliative Medicine,Acute Services,7,1,,0,0,0,,,,,,,,,0,,,,,8
31-Dec-2011,Western,Cardiology,Acute Services,234,59,,18,10,5,,,,,,,,,1,,,,,327
31-Dec-2011,Western,Dermatology,Acute Services,474,74,,3,0,0,,,,,,,,,0,,,,,551
31-Dec-2011,Western,Genito-Urinary Medicine,Acute Services,61,0,,0,0,0,,,,,,,,,0,,,,,61
31-Dec-2011,Western,Nephrology,Acute Services,28,4,,5,2,0,,,,,,,,,0,,,,,39
31-Dec-2011,Western,Neurology,Acute Services,256,106,,105,87,68,,,,,,,,,"1,041",,,,,"1,663"
31-Dec-2011,Western,Rheumatology,Acute Services,167,81,,22,9,18,,,,,,,,,6,,,,,303
31-Dec-2011,Western,Paediatrics,Acute Services,246,124,,80,53,25,,,,,,,,,22,,,,,550
31-Dec-2011,Western,Geriatric Medicine,Elderly Care,51,8,,1,1,0,,,,,,,,,0,,,,,61
31-Dec-2011,Western,Gynaecology,Acute Services,650,306,,267,141,115,,,,,,,,,271,,,,,"1,750"
31-Dec-2011,Western,Learning Disability,Learning Disability,13,1,,0,0,0,,,,,,,,,0,,,,,14
31-Dec-2011,Western,Chemical Pathology,Acute Services,24,2,,4,1,0,,,,,,,,,1,,,,,32
31-Mar-2012,Belfast,General Surgery,Acute Services,"2,058",401,,46,5,0,,,,,,,,,0,,,,,"2,510"
31-Mar-2012,Belfast,Urology,Acute Services,596,267,,208,135,206,,,,,,,,,481,,,,,"1,893"
31-Mar-2012,Belfast,T & O Surgery,Acute Services,"3,901","1,517",,903,227,74,,,,,,,,,2,,,,,"6,624"
31-Mar-2012,Belfast,ENT,Acute Services,"1,627",658,,469,265,301,,,,,,,,,572,,,,,"3,892"
31-Mar-2012,Belfast,Ophthalmology,Acute Services,"2,386",836,,571,235,348,,,,,,,,,223,,,,,"4,599"
31-Mar-2012,Belfast,Oral Surgery,Acute Services,191,64,,45,22,34,,,,,,,,,23,,,,,379
31-Mar-2012,Belfast,Restorative Dentistry,Acute Services,583,277,,270,159,183,,,,,,,,,401,,,,,"1,873"
31-Mar-2012,Belfast,Paediatric Dentistry,Acute Services,65,17,,6,28,24,,,,,,,,,41,,,,,181
31-Mar-2012,Belfast,Orthodontics,Acute Services,79,11,,0,0,0,,,,,,,,,0,,,,,90
31-Mar-2012,Belfast,Neurosurgery,Acute Services,221,44,,22,11,3,,,,,,,,,34,,,,,335
31-Mar-2012,Belfast,Plastic Surgery,Acute Services,64,28,,26,3,4,,,,,,,,,0,,,,,125
31-Mar-2012,Belfast,Cardiac Surgery,Acute Services,83,3,,0,0,0,,,,,,,,,0,,,,,86
31-Mar-2012,Belfast,Paediatric Surgery,Acute Services,227,93,,0,0,0,,,,,,,,,0,,,,,320
31-Mar-2012,Belfast,Thoracic Surgery,Acute Services,56,7,,0,0,0,,,,,,,,,0,,,,,63
31-Mar-2012,Belfast,Pain Management,Acute Services,290,78,,20,3,0,,,,,,,,,0,,,,,391
31-Mar-2012,Belfast,General Medicine,Acute Services,676,219,,92,47,70,,,,,,,,,834,,,,,"1,938"
31-Mar-2012,Belfast,Gastroenterology,Acute Services,539,146,,0,0,0,,,,,,,,,0,,,,,685
31-Mar-2012,Belfast,Endocrinology,Acute Services,263,93,,63,24,28,,,,,,,,,0,,,,,471
31-Mar-2012,Belfast,Haematology (Clinical),Acute Services,146,10,,2,1,0,,,,,,,,,1,,,,,160
31-Mar-2012,Belfast,Clinical Genetics,Acute Services,230,79,,54,20,14,,,,,,,,,16,,,,,413
31-Mar-2012,Belfast,Rehabilitation,Acute Services,25,0,,0,0,0,,,,,,,,,0,,,,,25
31-Mar-2012,Belfast,Palliative Medicine,Acute Services,7,0,,0,0,0,,,,,,,,,0,,,,,7
